Data for 2024-03-17: 
stock,timestamp,open,high,low,close,volume
AAPL,2024-03-22 14:02:00,172.5850,172.6300,172.5700,172.5900,51996
AAPL,2024-03-22 14:03:00,172.5940,172.6400,172.5800,172.5900,53777
AAPL,2024-03-22 14:04:00,172.5900,172.6010,172.5620,172.5750,45152
AAPL,2024-03-22 14:05:00,172.5800,172.6000,172.5400,172.5490,49647
AAPL,2024-03-22 14:06:00,172.5430,172.6650,172.5300,172.6600,92133
AAPL,2024-03-22 14:07:00,172.6680,172.6850,172.6320,172.6760,79200
AAPL,2024-03-22 14:08:00,172.6800,172.6800,172.6300,172.6700,61166
AAPL,2024-03-22 14:09:00,172.6650,172.6700,172.6100,172.6300,51454
AAPL,2024-03-22 14:10:00,172.6350,172.6700,172.6300,172.6470,70818
AAPL,2024-03-22 14:11:00,172.6450,172.6800,172.6250,172.6800,94028
AAPL,2024-03-22 14:12:00,172.6700,172.6800,172.6400,172.6460,46861
AAPL,2024-03-22 14:13:00,172.6410,172.6500,172.5900,172.6400,51974
AAPL,2024-03-22 14:14:00,172.6400,172.6500,172.6000,172.6050,57004
AAPL,2024-03-22 14:15:00,172.6080,172.6400,172.6000,172.6300,83619
AAPL,2024-03-22 14:16:00,172.6250,172.6800,172.6100,172.6300,85140
AAPL,2024-03-22 14:17:00,172.6350,172.6500,172.6100,172.6350,62572
AAPL,2024-03-22 14:18:00,172.6350,172.6400,172.6100,172.6150,60462
AAPL,2024-03-22 14:19:00,172.6150,172.6150,172.4500,172.4500,155507
AAPL,2024-03-22 14:20:00,172.4590,172.5100,172.4200,172.4650,66492
AAPL,2024-03-22 14:21:00,172.4600,172.4950,172.4400,172.4800,59926
AAPL,2024-03-22 14:22:00,172.4850,172.4850,172.3700,172.4290,127629
AAPL,2024-03-22 14:23:00,172.4250,172.4470,172.3700,172.4200,104904
AAPL,2024-03-22 14:24:00,172.4200,172.5000,172.4100,172.4700,62176
AAPL,2024-03-22 14:25:00,172.4650,172.5000,172.4500,172.4900,53421
AAPL,2024-03-22 14:26:00,172.4950,172.5500,172.4800,172.5350,72323
AAPL,2024-03-22 14:27:00,172.5320,172.5700,172.5250,172.5600,73530
AAPL,2024-03-22 14:28:00,172.5600,172.6500,172.5600,172.6300,112162
AAPL,2024-03-22 14:29:00,172.6310,172.6310,172.6150,172.6200,56253
AAPL,2024-03-22 14:30:00,172.6280,172.6500,172.6200,172.6500,68060
AAPL,2024-03-22 14:31:00,172.6500,172.6800,172.6300,172.6800,112600
AAPL,2024-03-22 14:32:00,172.6750,172.6800,172.6400,172.6650,111774
AAPL,2024-03-22 14:33:00,172.6700,172.7600,172.6390,172.7500,138775
AAPL,2024-03-22 14:34:00,172.7450,172.9350,172.7400,172.9150,430536
AAPL,2024-03-22 14:35:00,172.9120,172.9200,172.7800,172.8450,120785
AAPL,2024-03-22 14:36:00,172.8450,172.8800,172.7800,172.7950,69733
AAPL,2024-03-22 14:37:00,172.7900,172.8500,172.7800,172.8350,61997
AAPL,2024-03-22 14:38:00,172.8350,172.9200,172.8300,172.9000,116714
AAPL,2024-03-22 14:39:00,172.8950,172.9000,172.8300,172.8450,73559
AAPL,2024-03-22 14:40:00,172.8400,172.8450,172.7400,172.7900,123062
AAPL,2024-03-22 14:41:00,172.8010,172.8260,172.7640,172.8100,78896
AAPL,2024-03-22 14:42:00,172.8100,172.8600,172.8000,172.8450,56075
AAPL,2024-03-22 14:43:00,172.8500,172.8600,172.7050,172.7500,131043
AAPL,2024-03-22 14:44:00,172.7500,172.8000,172.7100,172.8000,55703
AAPL,2024-03-22 14:45:00,172.7950,172.8400,172.7600,172.8400,63929
AAPL,2024-03-22 14:46:00,172.8450,172.8600,172.8200,172.8300,70751
AAPL,2024-03-22 14:47:00,172.8250,172.8500,172.8200,172.8300,46134
AAPL,2024-03-22 14:48:00,172.8370,172.8500,172.7800,172.8230,82213
AAPL,2024-03-22 14:49:00,172.8250,172.8900,172.8200,172.8800,84791
AAPL,2024-03-22 14:50:00,172.8800,172.9000,172.8310,172.8500,92362
AAPL,2024-03-22 14:51:00,172.8510,172.8900,172.7650,172.7650,79036
AAPL,2024-03-22 14:52:00,172.7650,172.7990,172.7550,172.7750,55282
AAPL,2024-03-22 14:53:00,172.7760,172.8560,172.7760,172.8350,73820
AAPL,2024-03-22 14:54:00,172.8350,172.8400,172.7900,172.8050,34577
AAPL,2024-03-22 14:55:00,172.8050,172.8400,172.7800,172.8050,38839
AAPL,2024-03-22 14:56:00,172.8050,172.8500,172.8000,172.8300,60080
AAPL,2024-03-22 14:57:00,172.8380,172.8380,172.7900,172.8150,53246
AAPL,2024-03-22 14:58:00,172.8100,172.8200,172.7400,172.7540,58804
AAPL,2024-03-22 14:59:00,172.7550,172.7600,172.7200,172.7500,66389
AAPL,2024-03-22 15:00:00,172.7500,172.7600,172.7000,172.7100,72271
AAPL,2024-03-22 15:01:00,172.7080,172.8400,172.6950,172.8400,104297
AAPL,2024-03-22 15:02:00,172.8400,172.8800,172.7900,172.7900,108274
AAPL,2024-03-22 15:03:00,172.7800,172.8200,172.7400,172.7700,69272
AAPL,2024-03-22 15:04:00,172.7800,172.9100,172.7800,172.8700,126735
AAPL,2024-03-22 15:05:00,172.8700,172.9100,172.8200,172.9000,85968
AAPL,2024-03-22 15:06:00,172.9050,172.9200,172.8400,172.8460,109457
AAPL,2024-03-22 15:07:00,172.8450,172.9000,172.8300,172.8550,84063
AAPL,2024-03-22 15:08:00,172.8550,172.9400,172.8500,172.9250,99460
AAPL,2024-03-22 15:09:00,172.9250,172.9600,172.9250,172.9480,143123
AAPL,2024-03-22 15:10:00,172.9450,172.9700,172.8550,172.8650,94077
AAPL,2024-03-22 15:11:00,172.8650,172.9100,172.8000,172.8500,174740
AAPL,2024-03-22 15:12:00,172.8100,172.8100,172.6700,172.7160,225684
AAPL,2024-03-22 15:13:00,172.7180,172.7650,172.6700,172.7430,86169
AAPL,2024-03-22 15:14:00,172.7500,172.8300,172.7450,172.7850,100110
AAPL,2024-03-22 15:15:00,172.7800,172.8200,172.7400,172.7420,77290
AAPL,2024-03-22 15:16:00,172.7450,172.7600,172.6800,172.7000,87063
AAPL,2024-03-22 15:17:00,172.7000,172.7800,172.6700,172.7700,66582
AAPL,2024-03-22 15:18:00,172.7700,172.8100,172.7300,172.7500,70353
AAPL,2024-03-22 15:19:00,172.7400,172.7800,172.7200,172.7800,56936
AAPL,2024-03-22 15:20:00,172.7750,172.8300,172.7300,172.7600,94763
AAPL,2024-03-22 15:21:00,172.7550,172.8100,172.7500,172.7900,58777
AAPL,2024-03-22 15:22:00,172.7900,172.8600,172.7900,172.8500,70965
AAPL,2024-03-22 15:23:00,172.8490,172.8980,172.8400,172.8700,92377
AAPL,2024-03-22 15:24:00,172.8750,172.9000,172.8700,172.8800,164870
AAPL,2024-03-22 15:25:00,172.8850,172.9100,172.8700,172.8750,98387
AAPL,2024-03-22 15:26:00,172.8750,172.9300,172.8700,172.9240,107309
AAPL,2024-03-22 15:27:00,172.9200,172.9850,172.9000,172.9650,153578
AAPL,2024-03-22 15:28:00,172.9650,172.9900,172.9200,172.9270,108162
AAPL,2024-03-22 15:29:00,172.9250,172.9900,172.9200,172.9870,85975
AAPL,2024-03-22 15:30:00,172.9820,172.9900,172.8900,172.9000,134760
AAPL,2024-03-22 15:31:00,172.9000,172.9250,172.8800,172.8850,85418
AAPL,2024-03-22 15:32:00,172.8850,172.9300,172.8550,172.8900,107624
AAPL,2024-03-22 15:33:00,172.9000,172.9450,172.8650,172.8700,90076
AAPL,2024-03-22 15:34:00,172.8600,172.9300,172.8550,172.9000,95056
AAPL,2024-03-22 15:35:00,172.9200,172.9600,172.9000,172.9150,80595
AAPL,2024-03-22 15:36:00,172.9200,173.0000,172.9100,172.9850,180775
AAPL,2024-03-22 15:37:00,172.9830,173.0500,172.9750,173.0500,258724
AAPL,2024-03-22 15:38:00,173.0480,173.0500,172.9900,173.0050,141687
AAPL,2024-03-22 15:39:00,173.0050,173.0100,172.9800,172.9800,86433
AAPL,2024-03-22 15:40:00,172.9850,172.9900,172.9300,172.9550,130360
AAPL,2024-03-22 15:41:00,172.9600,173.0200,172.9500,173.0150,129426
AAPL,2024-03-22 15:42:00,173.0150,173.0200,172.9400,172.9900,125834
AAPL,2024-03-22 15:43:00,172.9850,173.0200,172.8700,172.9000,247681
AAPL,2024-03-22 15:44:00,172.9000,172.9300,172.7500,172.8450,233704
AAPL,2024-03-22 15:45:00,172.8400,172.8400,172.6000,172.6350,260902
AAPL,2024-03-22 15:46:00,172.6350,172.6800,172.6150,172.6800,148805
AAPL,2024-03-22 15:47:00,172.6700,172.6800,172.5900,172.5950,132524
AAPL,2024-03-22 15:48:00,172.5910,172.6800,172.5600,172.6300,144662
AAPL,2024-03-22 15:49:00,172.6350,172.6380,172.5600,172.5800,143047
AAPL,2024-03-22 15:50:00,172.5800,172.6300,172.4150,172.4650,295012
AAPL,2024-03-22 15:51:00,172.4600,172.5100,172.3000,172.4000,368845
AAPL,2024-03-22 15:52:00,172.3900,172.4700,172.3700,172.4330,179177
AAPL,2024-03-22 15:53:00,172.4200,172.5100,172.4100,172.4900,263446
AAPL,2024-03-22 15:54:00,172.4850,172.5350,172.2600,172.3000,396328
AAPL,2024-03-22 15:55:00,172.2900,172.4700,172.2800,172.3800,381465
AAPL,2024-03-22 15:56:00,172.3700,172.4300,172.3300,172.3500,292504
AAPL,2024-03-22 15:57:00,172.3400,172.4200,172.3300,172.4050,347283
AAPL,2024-03-22 15:58:00,172.4000,172.4900,172.3900,172.4800,278930
AAPL,2024-03-22 15:59:00,172.4790,172.4800,172.2300,172.2500,967372

('Error sending data to socket:', AttributeError('__exit__',))
Data for 2024-03-17: 
stock,timestamp,open,high,low,close,volume
MSFT,2024-03-18 09:30:00,414.2500,415.8800,413.7800,415.0300,644315
MSFT,2024-03-18 09:31:00,414.9300,415.5710,414.3500,415.5200,118150
MSFT,2024-03-18 09:32:00,415.6000,416.9700,415.5600,416.7800,149059
MSFT,2024-03-18 09:33:00,416.8300,417.0450,415.7000,415.8200,120806
MSFT,2024-03-18 09:34:00,415.8300,416.8800,415.5700,416.8800,91848
MSFT,2024-03-18 09:35:00,416.9500,418.0900,416.9150,417.9200,126738
MSFT,2024-03-18 09:36:00,417.9160,417.9200,416.8400,417.4000,90381
MSFT,2024-03-18 09:37:00,417.4600,417.6000,416.7500,416.7900,59892
MSFT,2024-03-18 09:38:00,416.8550,417.7700,416.8500,417.6900,64063
MSFT,2024-03-18 09:39:00,417.6400,418.2000,417.6400,417.8900,74424
MSFT,2024-03-18 09:40:00,417.9220,418.3900,417.7800,418.2200,97320
MSFT,2024-03-18 09:41:00,418.2810,419.1200,418.2400,418.9500,157285
MSFT,2024-03-18 09:42:00,419.0210,419.3700,418.8800,418.9800,105108
MSFT,2024-03-18 09:43:00,418.9800,419.0300,418.1100,418.4400,68309
MSFT,2024-03-18 09:44:00,418.4600,419.0000,418.3100,418.6900,63887
MSFT,2024-03-18 09:45:00,418.7000,419.2200,418.6900,419.0100,71917
MSFT,2024-03-18 09:46:00,419.0400,419.5400,418.8250,418.9700,86266
MSFT,2024-03-18 09:47:00,418.9900,419.1500,418.7800,418.7800,66661
MSFT,2024-03-18 09:48:00,418.8000,419.0000,418.3500,418.9000,73460
MSFT,2024-03-18 09:49:00,418.9400,419.3400,418.5000,418.5630,50287
MSFT,2024-03-18 09:50:00,418.6700,418.9000,418.5100,418.5700,44336
MSFT,2024-03-18 09:51:00,418.6000,419.0520,418.3200,418.3400,57488
MSFT,2024-03-18 09:52:00,418.3480,418.3800,417.7000,417.7200,114822
MSFT,2024-03-18 09:53:00,417.8100,417.9600,417.5850,417.9000,49153
MSFT,2024-03-18 09:54:00,417.8300,418.2170,417.7500,417.9200,40700
MSFT,2024-03-18 09:55:00,417.9200,418.4700,417.9200,418.4200,39255
MSFT,2024-03-18 09:56:00,418.4480,418.4740,418.0500,418.3300,43074
MSFT,2024-03-18 09:57:00,418.2100,418.3700,417.5800,417.8300,37400
MSFT,2024-03-18 09:58:00,417.8250,417.9000,417.4600,417.5250,47758
MSFT,2024-03-18 09:59:00,417.4810,417.6900,417.2900,417.4900,60560
MSFT,2024-03-18 10:00:00,417.5000,417.8910,417.4000,417.6700,73277
MSFT,2024-03-18 10:01:00,417.7050,418.2000,417.6700,418.0300,44219
MSFT,2024-03-18 10:02:00,418.0350,418.4290,417.7800,418.2400,53684
MSFT,2024-03-18 10:03:00,418.2070,418.8900,418.1200,418.8500,74374
MSFT,2024-03-18 10:04:00,418.8000,418.8160,418.2200,418.5600,54423
MSFT,2024-03-18 10:05:00,418.5000,418.8000,418.5000,418.7600,39810
MSFT,2024-03-18 10:06:00,418.7730,419.2400,418.7730,419.1250,61299
MSFT,2024-03-18 10:07:00,419.1060,419.6000,419.1000,419.3150,64735
MSFT,2024-03-18 10:08:00,419.3100,419.8620,419.2700,419.8200,88043
MSFT,2024-03-18 10:09:00,419.8400,419.8400,419.3610,419.4250,61459
MSFT,2024-03-18 10:10:00,419.4400,419.8700,419.4400,419.7200,56101
MSFT,2024-03-18 10:11:00,419.6900,420.1700,419.6400,420.0890,122079
MSFT,2024-03-18 10:12:00,420.1100,420.3200,420.0010,420.2650,59611
MSFT,2024-03-18 10:13:00,420.2500,420.3300,419.8400,419.9170,46446
MSFT,2024-03-18 10:14:00,419.8880,419.9500,419.5960,419.7890,41372
MSFT,2024-03-18 10:15:00,419.7900,419.8500,419.4400,419.6700,44088
MSFT,2024-03-18 10:16:00,419.7100,419.8650,419.4700,419.5300,28316
MSFT,2024-03-18 10:17:00,419.6000,419.8350,419.5000,419.7500,57571
MSFT,2024-03-18 10:18:00,419.7300,420.4290,419.6800,420.4200,89837
MSFT,2024-03-18 10:19:00,420.4300,420.5350,420.2800,420.3400,45995
MSFT,2024-03-18 10:20:00,420.3600,420.5900,420.3400,420.5080,49134
MSFT,2024-03-18 10:21:00,420.5100,420.7300,420.3700,420.5300,97895
MSFT,2024-03-18 10:22:00,420.5300,420.5500,420.0450,420.0940,26661
MSFT,2024-03-18 10:23:00,420.0780,420.5200,420.0300,420.2800,31373
MSFT,2024-03-18 10:24:00,420.2300,420.3550,420.0900,420.3300,34334
MSFT,2024-03-18 10:25:00,420.3700,420.6300,420.2800,420.5200,48672
MSFT,2024-03-18 10:26:00,420.5250,420.6300,420.3570,420.4500,30261
MSFT,2024-03-18 10:27:00,420.4500,420.4500,420.1590,420.1800,34830
MSFT,2024-03-18 10:28:00,420.1900,420.2640,419.8600,419.9400,50061
MSFT,2024-03-18 10:29:00,419.9900,420.1300,419.6500,419.7700,42652
MSFT,2024-03-18 10:30:00,419.8300,420.0700,419.7180,419.8700,26064
MSFT,2024-03-18 10:31:00,419.8400,419.9200,419.5700,419.9100,41792
MSFT,2024-03-18 10:32:00,419.9500,420.2100,419.8600,420.1600,43065
MSFT,2024-03-18 10:33:00,420.1500,420.2900,419.7600,419.8100,53763
MSFT,2024-03-18 10:34:00,419.8600,420.0890,419.6800,419.8270,26698
MSFT,2024-03-18 10:35:00,419.8200,419.8500,414.4300,419.7100,36308
MSFT,2024-03-18 10:36:00,419.6700,419.6700,419.3000,419.5520,40074
MSFT,2024-03-18 10:37:00,419.5600,419.7200,419.4500,419.5150,25487
MSFT,2024-03-18 10:38:00,419.5160,419.5400,419.2900,419.2900,28654
MSFT,2024-03-18 10:39:00,419.3200,419.4600,419.1700,419.2050,18684
MSFT,2024-03-18 10:40:00,419.2200,419.3100,419.0500,419.2900,21197
MSFT,2024-03-18 10:41:00,419.2400,419.4000,419.1500,419.2900,34944
MSFT,2024-03-18 10:42:00,419.2900,419.5500,419.2000,419.5200,31079
MSFT,2024-03-18 10:43:00,419.5500,419.6500,419.2700,419.2740,23259
MSFT,2024-03-18 10:44:00,419.2850,419.2850,419.0500,419.2800,39329
MSFT,2024-03-18 10:45:00,419.2600,419.4100,419.1200,419.1700,21814
MSFT,2024-03-18 10:46:00,419.1400,419.1900,418.9500,418.9800,31067
MSFT,2024-03-18 10:47:00,418.9500,418.9580,418.5700,418.5800,46977
MSFT,2024-03-18 10:48:00,418.6120,418.9750,418.5000,418.9400,48171
MSFT,2024-03-18 10:49:00,418.8700,418.8900,418.5800,418.7600,27391
MSFT,2024-03-18 10:50:00,418.7600,419.1380,418.7400,418.9500,31152
MSFT,2024-03-18 10:51:00,418.9700,418.9700,418.7800,418.8300,20349
MSFT,2024-03-18 10:52:00,418.8400,419.1200,418.8000,418.9300,26166
MSFT,2024-03-18 10:53:00,418.9340,418.9900,418.7500,418.8350,21203
MSFT,2024-03-18 10:54:00,418.8200,418.8200,418.6000,418.8000,29162
MSFT,2024-03-18 10:55:00,418.7800,418.8200,418.5840,418.6580,34361
MSFT,2024-03-18 10:56:00,418.6500,418.7130,418.1900,418.2400,46400
MSFT,2024-03-18 10:57:00,418.2400,418.6700,418.2100,418.6050,39420
MSFT,2024-03-18 10:58:00,418.6300,418.8990,418.5600,418.8640,19934
MSFT,2024-03-18 10:59:00,418.9000,419.1900,418.8900,419.1500,39120
MSFT,2024-03-18 11:00:00,419.2000,419.3400,418.9300,419.2100,43470
MSFT,2024-03-18 11:01:00,419.2100,419.3800,419.1800,419.1810,24269
MSFT,2024-03-18 11:02:00,419.2120,419.2120,418.7200,418.9550,26303
MSFT,2024-03-18 11:03:00,418.9200,418.9700,418.7700,418.8420,24987
MSFT,2024-03-18 11:04:00,418.8500,418.9800,418.7500,418.8200,23320
MSFT,2024-03-18 11:05:00,418.8500,418.8500,418.3900,418.4760,35092
MSFT,2024-03-18 11:06:00,418.4560,418.6200,418.1700,418.6200,28862
MSFT,2024-03-18 11:07:00,418.6000,418.9700,418.5900,418.6910,31467
MSFT,2024-03-18 11:08:00,418.7600,418.7800,418.6600,418.6900,17298
MSFT,2024-03-18 11:09:00,418.7200,418.8800,418.6300,418.7950,18510
MSFT,2024-03-18 11:10:00,418.7600,418.8800,418.6800,418.8350,17224
MSFT,2024-03-18 11:11:00,418.8380,418.9000,418.5400,418.5920,18629
MSFT,2024-03-18 11:12:00,418.5580,418.6900,418.2150,418.2400,27720
MSFT,2024-03-18 11:13:00,418.2150,418.5400,418.2150,418.2800,26314
MSFT,2024-03-18 11:14:00,418.2900,418.4600,418.2400,418.3800,18029
MSFT,2024-03-18 11:15:00,418.3500,418.4200,418.2400,418.3950,25132
MSFT,2024-03-18 11:16:00,418.3700,418.5400,418.2700,418.2700,24175
MSFT,2024-03-18 11:17:00,418.1900,418.5220,418.1300,418.5160,26880
MSFT,2024-03-18 11:18:00,418.5000,418.6200,418.4400,418.5500,19734
MSFT,2024-03-18 11:19:00,418.5280,418.7300,418.5200,418.7020,21596
MSFT,2024-03-18 11:20:00,418.6600,418.6800,418.4800,418.5000,23359
MSFT,2024-03-18 11:21:00,418.5400,418.9200,418.5070,418.8500,25373
MSFT,2024-03-18 11:22:00,418.8500,418.9800,418.7960,418.9440,31061
MSFT,2024-03-18 11:23:00,418.9800,419.0500,418.7600,418.8000,48580
MSFT,2024-03-18 11:24:00,418.8200,418.9400,418.7500,418.8000,25624
MSFT,2024-03-18 11:25:00,418.8300,418.9090,418.7000,418.7150,30589
MSFT,2024-03-18 11:26:00,418.6940,418.7350,418.5200,418.5260,41533
MSFT,2024-03-18 11:27:00,418.5450,418.8300,418.5450,418.8200,21905
MSFT,2024-03-18 11:28:00,418.8050,418.9650,418.7500,418.9600,30386
MSFT,2024-03-18 11:29:00,418.9400,418.9660,418.8400,418.9000,23112
MSFT,2024-03-18 11:30:00,418.9100,418.9340,418.7400,418.7600,22137
MSFT,2024-03-18 11:31:00,418.7600,418.7700,418.1600,418.2300,45989
MSFT,2024-03-18 11:32:00,418.1870,418.2020,417.8050,417.8700,42746
MSFT,2024-03-18 11:33:00,417.8900,418.1100,417.8100,418.1100,20846
MSFT,2024-03-18 11:34:00,418.1250,418.1950,417.8200,418.0600,24399
MSFT,2024-03-18 11:35:00,418.0100,418.0700,417.8700,418.0700,21937
MSFT,2024-03-18 11:36:00,418.0800,418.2840,418.0550,418.1850,27285
MSFT,2024-03-18 11:37:00,418.1870,418.1940,418.0000,418.1120,17909
MSFT,2024-03-18 11:38:00,418.1220,418.3000,418.1100,418.2250,15494
MSFT,2024-03-18 11:39:00,418.2100,418.2900,418.1100,418.1600,20378
MSFT,2024-03-18 11:40:00,418.1500,418.2300,417.9700,418.0000,18712
MSFT,2024-03-18 11:41:00,418.0000,418.1700,417.9900,418.1020,17526
MSFT,2024-03-18 11:42:00,418.0600,418.3530,418.0300,418.3530,15186
MSFT,2024-03-18 11:43:00,418.3300,418.4800,418.3200,418.4600,21220
MSFT,2024-03-18 11:44:00,418.4400,418.5510,418.4300,418.5300,18848
MSFT,2024-03-18 11:45:00,418.5450,418.5500,418.2800,418.2800,27150
MSFT,2024-03-18 11:46:00,418.2700,418.3500,418.2400,418.3000,12742
MSFT,2024-03-18 11:47:00,418.3200,418.4900,418.3200,418.3700,17995
MSFT,2024-03-18 11:48:00,418.3900,418.3900,418.1310,418.1310,13353
MSFT,2024-03-18 11:49:00,418.1200,418.3100,418.1100,418.1300,23118
MSFT,2024-03-18 11:50:00,418.1600,418.3600,418.1600,418.2680,25861
MSFT,2024-03-18 11:51:00,418.2700,418.3530,418.1800,418.2400,18533
MSFT,2024-03-18 11:52:00,418.2200,418.2200,417.8600,417.8600,34061
MSFT,2024-03-18 11:53:00,417.8700,417.9700,417.6800,417.9580,28250
MSFT,2024-03-18 11:54:00,418.0000,418.1600,417.8950,418.1600,21048
MSFT,2024-03-18 11:55:00,418.1240,418.2500,418.0100,418.2500,20365
MSFT,2024-03-18 11:56:00,418.2030,418.3500,418.1700,418.3000,14727
MSFT,2024-03-18 11:57:00,418.3120,418.5400,418.3120,418.5150,32851
MSFT,2024-03-18 11:58:00,418.4900,418.5100,418.3400,418.3800,17308
MSFT,2024-03-18 11:59:00,418.3660,418.3990,418.2700,418.3400,11060
MSFT,2024-03-18 12:00:00,418.3800,418.3800,418.1800,418.2100,12095
MSFT,2024-03-18 12:01:00,418.2500,418.3500,418.2050,418.3100,7868
MSFT,2024-03-18 12:02:00,418.2800,418.3320,418.1800,418.1900,15143
MSFT,2024-03-18 12:03:00,418.2000,418.3150,418.0400,418.2750,19517
MSFT,2024-03-18 12:04:00,418.2900,418.5300,418.2400,418.3100,19936
MSFT,2024-03-18 12:05:00,418.2800,418.4600,418.2300,418.4400,15653
MSFT,2024-03-18 12:06:00,418.4600,418.5000,418.3300,418.3980,14529
MSFT,2024-03-18 12:07:00,418.4100,418.6000,418.3900,418.6000,17729
MSFT,2024-03-18 12:08:00,418.6100,418.7000,418.5100,418.5800,32663
MSFT,2024-03-18 12:09:00,418.6100,418.8200,418.6100,418.7600,16680
MSFT,2024-03-18 12:10:00,418.7600,418.8900,418.7600,418.8700,11383
MSFT,2024-03-18 12:11:00,418.8300,418.9700,418.8200,418.9600,22480
MSFT,2024-03-18 12:12:00,418.9800,419.1100,418.9700,419.0000,25672
MSFT,2024-03-18 12:13:00,418.9700,419.0800,418.9300,419.0500,26477
MSFT,2024-03-18 12:14:00,419.1000,419.3000,419.1000,419.2500,20586
MSFT,2024-03-18 12:15:00,419.2900,419.2900,419.1850,419.2470,14372
MSFT,2024-03-18 12:16:00,419.2410,419.2500,419.0000,419.0400,30354
MSFT,2024-03-18 12:17:00,419.0300,419.1550,419.0000,419.0600,17065
MSFT,2024-03-18 12:18:00,419.0800,419.1800,418.9800,419.1400,19665
MSFT,2024-03-18 12:19:00,419.1300,419.3900,419.1300,419.2900,26815
MSFT,2024-03-18 12:20:00,419.2800,419.3600,419.1900,419.2600,20829
MSFT,2024-03-18 12:21:00,419.2300,419.5100,419.2280,419.4600,36374
MSFT,2024-03-18 12:22:00,419.4400,419.5200,419.3950,419.4700,17077
MSFT,2024-03-18 12:23:00,419.4500,419.5600,419.4060,419.5000,27752
MSFT,2024-03-18 12:24:00,419.5100,419.5400,419.3800,419.3950,33982
MSFT,2024-03-18 12:25:00,419.3850,419.4700,419.1900,419.2500,73449
MSFT,2024-03-18 12:26:00,419.2500,419.4300,419.2100,419.2100,24593
MSFT,2024-03-18 12:27:00,419.2000,419.3600,419.1000,419.3550,15851
MSFT,2024-03-18 12:28:00,419.3300,419.3500,419.0000,419.0200,33440
MSFT,2024-03-18 12:29:00,418.9970,419.2700,418.9950,419.1400,24600
MSFT,2024-03-18 12:30:00,419.1300,419.1300,418.7800,418.8900,34709
MSFT,2024-03-18 12:31:00,418.8900,418.9700,418.6800,418.9400,21184
MSFT,2024-03-18 12:32:00,419.0400,419.0400,418.8700,418.8700,20337
MSFT,2024-03-18 12:33:00,418.8600,418.8900,418.7100,418.7810,24960
MSFT,2024-03-18 12:34:00,418.7800,418.7800,418.5900,418.7500,28094
MSFT,2024-03-18 12:35:00,418.7600,418.9350,418.7300,418.8800,13378
MSFT,2024-03-18 12:36:00,418.8600,418.8950,418.6600,418.6800,16166
MSFT,2024-03-18 12:37:00,418.6600,418.7300,418.6000,418.6800,20595
MSFT,2024-03-18 12:38:00,418.6450,418.8000,418.6450,418.7700,23760
MSFT,2024-03-18 12:39:00,418.7800,418.8600,418.7100,418.8000,28374
MSFT,2024-03-18 12:40:00,418.8050,418.8050,418.5850,418.6200,13636
MSFT,2024-03-18 12:41:00,418.6350,418.6600,418.5300,418.6000,13361
MSFT,2024-03-18 12:42:00,418.5650,418.7000,418.5600,418.7000,10683
MSFT,2024-03-18 12:43:00,418.7100,418.7400,418.6300,418.6780,15092
MSFT,2024-03-18 12:44:00,418.6800,418.7000,418.6250,418.6300,14459
MSFT,2024-03-18 12:45:00,418.6200,418.7400,418.4600,418.6900,21187
MSFT,2024-03-18 12:46:00,418.6500,418.8300,418.6150,418.7800,10720
MSFT,2024-03-18 12:47:00,418.8300,418.9150,418.8000,418.8000,18405
MSFT,2024-03-18 12:48:00,418.8000,418.8300,418.6000,418.6400,12988
MSFT,2024-03-18 12:49:00,418.6200,418.6800,418.4500,418.4570,15684
MSFT,2024-03-18 12:50:00,418.4900,418.5100,418.1500,418.3600,33348
MSFT,2024-03-18 12:51:00,418.3600,418.5200,418.2300,418.2350,30738
MSFT,2024-03-18 12:52:00,418.2700,418.3600,418.1900,418.1900,30381
MSFT,2024-03-18 12:53:00,418.2000,418.3100,418.0900,418.2100,20645
MSFT,2024-03-18 12:54:00,418.2400,418.3600,418.1900,418.2800,24559
MSFT,2024-03-18 12:55:00,418.2300,418.2790,418.1400,418.1900,15728
MSFT,2024-03-18 12:56:00,418.1500,418.2000,418.0200,418.1700,15875
MSFT,2024-03-18 12:57:00,418.1950,418.2400,417.9150,417.9150,12816
MSFT,2024-03-18 12:58:00,417.9100,418.0500,417.8900,418.0110,21956
MSFT,2024-03-18 12:59:00,418.0000,418.0200,417.8800,417.9550,15678
MSFT,2024-03-18 13:00:00,417.9550,417.9550,417.7700,417.8400,15065
MSFT,2024-03-18 13:01:00,417.8100,417.9260,417.8000,417.8700,16718
MSFT,2024-03-18 13:02:00,417.8000,417.9300,417.7700,417.8800,14319
MSFT,2024-03-18 13:03:00,417.9050,418.0400,417.7600,417.8030,44012
MSFT,2024-03-18 13:04:00,417.7550,417.7700,417.7100,417.7200,13417
MSFT,2024-03-18 13:05:00,417.7280,417.9100,417.6100,417.8600,24577
MSFT,2024-03-18 13:06:00,417.8750,417.9900,417.8310,417.9100,23708
MSFT,2024-03-18 13:07:00,417.9150,418.0200,417.8200,417.8210,13742
MSFT,2024-03-18 13:08:00,417.8500,418.0500,417.8400,417.9000,26549
MSFT,2024-03-18 13:09:00,417.8700,418.0900,417.8690,418.0900,20386
MSFT,2024-03-18 13:10:00,418.0500,418.1000,417.9000,418.0700,17720
